model,family,metric,scope,dataset,device_type,category,n,q05,q50,q95,mode,direction
lowcost_quota_T4_S2_Stat1_Fr1,fractal_domain.DFA,fractal_domain.DFA.grad,category,ALL,ALL,rest,2274,0.6074405056214294,0.7029605044386447,0.834325544246428,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,fractal_domain.DFA,fractal_domain.DFA.grad,category,ALL,ALL,task,5190,0.667174125947911,0.745536715004696,0.8572403003226411,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,fractal_domain.DFA,fractal_domain.DFA.grad,device_category,ALL,Elekta,rest,2274,0.6074405056214294,0.7029605044386447,0.834325544246428,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,fractal_domain.DFA,fractal_domain.DFA.grad,device_category,ALL,Elekta,task,5190,0.667174125947911,0.745536715004696,0.8572403003226411,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,fractal_domain.DFA,fractal_domain.DFA.grad,global,ALL,ALL,ALL,7464,0.6398644420442927,0.7357141364282692,0.8483981617161358,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,fractal_domain.DFA,fractal_domain.DFA.mag,category,ALL,ALL,rest,4263,0.6131373779418492,0.7180248605848826,0.8446935074977306,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,fractal_domain.DFA,fractal_domain.DFA.mag,category,ALL,ALL,task,9041,0.6772426944936738,0.7657263358461829,0.9004178538198094,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,fractal_domain.DFA,fractal_domain.DFA.mag,device_category,ALL,4D,rest,211,0.6733154388685367,0.7436779784262536,0.8247439560607013,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,fractal_domain.DFA,fractal_domain.DFA.mag,device_category,ALL,4D,task,427,0.6833094942615537,0.7577601521224916,0.8452632569302733,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,fractal_domain.DFA,fractal_domain.DFA.mag,device_category,ALL,CTF,rest,1777,0.6137060715888717,0.7190260322731475,0.8300882607919011,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,fractal_domain.DFA,fractal_domain.DFA.mag,device_category,ALL,CTF,task,2735,0.6848532995085083,0.7638174617029336,0.8738875449235777,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,fractal_domain.DFA,fractal_domain.DFA.mag,device_category,ALL,Elekta,rest,2274,0.6095626766152235,0.7140845678040292,0.8530799097865938,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,fractal_domain.DFA,fractal_domain.DFA.mag,device_category,ALL,Elekta,task,5725,0.6733654182885671,0.7669132179296341,0.9222209575513528,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,fractal_domain.DFA,fractal_domain.DFA.mag,device_category,ALL,KIT,task,146,0.7282755831088232,0.7782676109254134,0.8898552318980921,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,fractal_domain.DFA,fractal_domain.DFA.mag,device_category,ALL,QuSpin,task,1,1.0907060044866983,1.0907060044866983,1.0907060044866983,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,fractal_domain.DFA,fractal_domain.DFA.mag,device_category,ALL,QuanMag,rest,1,0.9869875610643768,0.9869875610643768,0.9869875610643768,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,fractal_domain.DFA,fractal_domain.DFA.mag,device_category,ALL,QuanMag,task,7,0.8561518508811506,0.9415192604573648,1.005382759799094,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,fractal_domain.DFA,fractal_domain.DFA.mag,global,ALL,ALL,ALL,13304,0.6437787848196108,0.753252013411081,0.8821176505505918,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,freq_domain.kurtosis_amplitude,freq_domain.kurtosis_amplitude.grad,category,ALL,ALL,rest,2274,14.80396123259373,26.410539028734533,51.52526415480822,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,freq_domain.kurtosis_amplitude,freq_domain.kurtosis_amplitude.grad,category,ALL,ALL,task,5190,18.11041284403426,31.069351339383648,71.11411704971115,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,freq_domain.kurtosis_amplitude,freq_domain.kurtosis_amplitude.grad,device_category,ALL,Elekta,rest,2274,14.80396123259373,26.410539028734533,51.52526415480822,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,freq_domain.kurtosis_amplitude,freq_domain.kurtosis_amplitude.grad,device_category,ALL,Elekta,task,5190,18.11041284403426,31.069351339383648,71.11411704971115,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,freq_domain.kurtosis_amplitude,freq_domain.kurtosis_amplitude.grad,global,ALL,ALL,ALL,7464,16.795267123013552,29.632072265698035,65.22090741159403,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,freq_domain.kurtosis_amplitude,freq_domain.kurtosis_amplitude.mag,category,ALL,ALL,rest,4264,15.996074630303584,28.234784255512075,56.57715700753822,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,freq_domain.kurtosis_amplitude,freq_domain.kurtosis_amplitude.mag,category,ALL,ALL,task,9041,19.31123720724948,34.57608600341702,219.91839096265912,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,freq_domain.kurtosis_amplitude,freq_domain.kurtosis_amplitude.mag,device_category,ALL,4D,rest,212,19.403846777477085,28.926000305416807,49.68477292338838,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,freq_domain.kurtosis_amplitude,freq_domain.kurtosis_amplitude.mag,device_category,ALL,4D,task,427,23.46180890282631,36.06288974054326,100.91234738643338,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,freq_domain.kurtosis_amplitude,freq_domain.kurtosis_amplitude.mag,device_category,ALL,CTF,rest,1777,16.54366064258824,28.24594146249133,55.74484948697909,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,freq_domain.kurtosis_amplitude,freq_domain.kurtosis_amplitude.mag,device_category,ALL,CTF,task,2735,20.80312506273444,34.61888960674563,100.3233185362082,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,freq_domain.kurtosis_amplitude,freq_domain.kurtosis_amplitude.mag,device_category,ALL,Elekta,rest,2274,15.267949318768933,28.098057399781567,57.5409579457007,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,freq_domain.kurtosis_amplitude,freq_domain.kurtosis_amplitude.mag,device_category,ALL,Elekta,task,5725,18.35262875099004,34.27815443408723,327.8876437928036,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,freq_domain.kurtosis_amplitude,freq_domain.kurtosis_amplitude.mag,device_category,ALL,KIT,task,146,25.688324762302944,38.587571460701625,66.81342198633638,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,freq_domain.kurtosis_amplitude,freq_domain.kurtosis_amplitude.mag,device_category,ALL,QuSpin,task,1,280.4625831434621,280.4625831434621,280.4625831434621,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,freq_domain.kurtosis_amplitude,freq_domain.kurtosis_amplitude.mag,device_category,ALL,QuanMag,rest,1,141.62142886735649,141.62142886735649,141.62142886735649,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,freq_domain.kurtosis_amplitude,freq_domain.kurtosis_amplitude.mag,device_category,ALL,QuanMag,task,7,55.24945440121853,83.99684674765436,133.79059552931494,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,freq_domain.kurtosis_amplitude,freq_domain.kurtosis_amplitude.mag,global,ALL,ALL,ALL,13305,17.70417580441742,32.328525849450244,141.20598117225958,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,freq_domain.skewness_amplitude,freq_domain.skewness_amplitude.grad,category,ALL,ALL,rest,2274,2.6829147598972845,3.69139344708892,5.1562884245716685,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,freq_domain.skewness_amplitude,freq_domain.skewness_amplitude.grad,category,ALL,ALL,task,5190,2.951829056957876,3.9112302574552817,5.825933576607292,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,freq_domain.skewness_amplitude,freq_domain.skewness_amplitude.grad,device_category,ALL,Elekta,rest,2274,2.6829147598972845,3.69139344708892,5.1562884245716685,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,freq_domain.skewness_amplitude,freq_domain.skewness_amplitude.grad,device_category,ALL,Elekta,task,5190,2.951829056957876,3.9112302574552817,5.825933576607292,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,freq_domain.skewness_amplitude,freq_domain.skewness_amplitude.grad,global,ALL,ALL,ALL,7464,2.826413049944861,3.854134393588145,5.607404945405039,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,freq_domain.skewness_amplitude,freq_domain.skewness_amplitude.mag,category,ALL,ALL,rest,4264,2.8862827795274297,3.892673368187972,5.365851168030381,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,freq_domain.skewness_amplitude,freq_domain.skewness_amplitude.mag,category,ALL,ALL,task,9041,3.146587214707409,4.23735492699636,10.52565944694648,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,freq_domain.skewness_amplitude,freq_domain.skewness_amplitude.mag,device_category,ALL,4D,rest,212,3.158162844756672,3.899455641788509,5.03876663425216,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,freq_domain.skewness_amplitude,freq_domain.skewness_amplitude.mag,device_category,ALL,4D,task,427,3.44376930347685,4.299491585979042,5.889903814363633,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,freq_domain.skewness_amplitude,freq_domain.skewness_amplitude.mag,device_category,ALL,CTF,rest,1777,2.9421972994118164,3.894661769618304,5.135368020354156,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,freq_domain.skewness_amplitude,freq_domain.skewness_amplitude.mag,device_category,ALL,CTF,task,2735,3.293422702814549,4.272400724202349,6.977445931084172,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,freq_domain.skewness_amplitude,freq_domain.skewness_amplitude.mag,device_category,ALL,Elekta,rest,2274,2.800217600473912,3.8874395353798255,5.539458785059824,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,freq_domain.skewness_amplitude,freq_domain.skewness_amplitude.mag,device_category,ALL,Elekta,task,5725,3.078320831659736,4.203275126409321,12.619980716453908,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,freq_domain.skewness_amplitude,freq_domain.skewness_amplitude.mag,device_category,ALL,KIT,task,146,3.546038101298463,4.423468413030729,6.06531975690317,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,freq_domain.skewness_amplitude,freq_domain.skewness_amplitude.mag,device_category,ALL,QuSpin,task,1,12.010138732506306,12.010138732506306,12.010138732506306,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,freq_domain.skewness_amplitude,freq_domain.skewness_amplitude.mag,device_category,ALL,QuanMag,rest,1,11.014166136985889,11.014166136985889,11.014166136985889,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,freq_domain.skewness_amplitude,freq_domain.skewness_amplitude.mag,device_category,ALL,QuanMag,task,7,6.335295039822783,6.9415558550778425,10.735560708552663,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,freq_domain.skewness_amplitude,freq_domain.skewness_amplitude.mag,global,ALL,ALL,ALL,13305,3.0066977104761348,4.121440106732478,7.885314792981224,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.abs_q95,max_abs_diff.grad.abs_q95,category,ALL,ALL,rest,2274,1.9231561503886554e-11,4.101297036360196e-11,1.4345494538797734e-10,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.abs_q95,max_abs_diff.grad.abs_q95,category,ALL,ALL,task,5190,2.099653617637642e-11,5.962516660962257e-11,6.384089311362032e-10,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.abs_q95,max_abs_diff.grad.abs_q95,device_category,ALL,Elekta,rest,2274,1.9231561503886554e-11,4.101297036360196e-11,1.4345494538797734e-10,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.abs_q95,max_abs_diff.grad.abs_q95,device_category,ALL,Elekta,task,5190,2.099653617637642e-11,5.962516660962257e-11,6.384089311362032e-10,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.abs_q95,max_abs_diff.grad.abs_q95,global,ALL,ALL,ALL,7464,2.042039842341941e-11,5.218549516128323e-11,3.5726210344255687e-10,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.abs_q95,max_abs_diff.mag.abs_q95,category,ALL,ALL,rest,4264,6.307220392666457e-13,1.4380775867003917e-12,5.415639328047032e-12,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.abs_q95,max_abs_diff.mag.abs_q95,category,ALL,ALL,task,9041,6.939143460142279e-13,2.1360485429056107e-12,1.322591918796742e-11,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.abs_q95,max_abs_diff.mag.abs_q95,device_category,ALL,4D,rest,212,8.638733399956267e-13,1.815774174898295e-12,6.8876932044110944e-12,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.abs_q95,max_abs_diff.mag.abs_q95,device_category,ALL,4D,task,427,1.120889329703917e-12,2.6380450558402546e-12,6.719907178452665e-12,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.abs_q95,max_abs_diff.mag.abs_q95,device_category,ALL,CTF,rest,1777,5.549195792545897e-13,1.0578614807049685e-12,3.955100197003386e-12,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.abs_q95,max_abs_diff.mag.abs_q95,device_category,ALL,CTF,task,2735,6.002488138695874e-13,1.721181118637116e-12,8.411670318619866e-12,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.abs_q95,max_abs_diff.mag.abs_q95,device_category,ALL,Elekta,rest,2274,8.087266736823104e-13,1.7861511884343161e-12,6.043525277660624e-12,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.abs_q95,max_abs_diff.mag.abs_q95,device_category,ALL,Elekta,task,5725,7.674269498960525e-13,2.3242538969847616e-12,1.7846923262149194e-11,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.abs_q95,max_abs_diff.mag.abs_q95,device_category,ALL,KIT,task,146,8.99995372959138e-13,1.9468284026980656e-12,5.989642863721968e-12,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.abs_q95,max_abs_diff.mag.abs_q95,device_category,ALL,QuSpin,task,1,5.487858084629593e-12,5.487858084629593e-12,5.487858084629593e-12,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.abs_q95,max_abs_diff.mag.abs_q95,device_category,ALL,QuanMag,rest,1,2.0337997674868542e-10,2.0337997674868542e-10,2.0337997674868542e-10,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.abs_q95,max_abs_diff.mag.abs_q95,device_category,ALL,QuanMag,task,7,6.945258684137862e-11,1.5423711474671355e-10,1.995736273532885e-09,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.abs_q95,max_abs_diff.mag.abs_q95,global,ALL,ALL,ALL,13305,6.67889333248739e-13,1.853890467789359e-12,9.792312212833489e-12,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.iqr,max_abs_diff.grad.iqr,category,ALL,ALL,rest,2274,3.707268790998502e-12,9.620938594412376e-12,4.313706826637732e-11,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.iqr,max_abs_diff.grad.iqr,category,ALL,ALL,task,5190,4.082134760427514e-12,1.5378681401251315e-11,9.805790784390979e-11,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.iqr,max_abs_diff.grad.iqr,device_category,ALL,Elekta,rest,2274,3.707268790998502e-12,9.620938594412376e-12,4.313706826637732e-11,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.iqr,max_abs_diff.grad.iqr,device_category,ALL,Elekta,task,5190,4.082134760427514e-12,1.5378681401251315e-11,9.805790784390979e-11,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.iqr,max_abs_diff.grad.iqr,global,ALL,ALL,ALL,7464,3.943505331310826e-12,1.2989498799492738e-11,7.536310043902701e-11,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.iqr,max_abs_diff.mag.iqr,category,ALL,ALL,rest,4264,1.2267805417083122e-13,3.390920153716927e-13,1.8159980721336841e-12,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.iqr,max_abs_diff.mag.iqr,category,ALL,ALL,task,9041,1.3184620767121152e-13,6.367913805310245e-13,3.186540278605349e-12,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.iqr,max_abs_diff.mag.iqr,device_category,ALL,4D,rest,212,1.4175232439673366e-13,4.3259021581879e-13,2.672855490268905e-12,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.iqr,max_abs_diff.mag.iqr,device_category,ALL,4D,task,427,2.0435496150090705e-13,7.667428568143911e-13,2.3387256676632783e-12,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.iqr,max_abs_diff.mag.iqr,device_category,ALL,CTF,rest,1777,1.1194878303446429e-13,2.6269020595923176e-13,1.3399986361402998e-12,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.iqr,max_abs_diff.mag.iqr,device_category,ALL,CTF,task,2735,1.191684243146731e-13,5.41850174754985e-13,2.853284644145635e-12,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.iqr,max_abs_diff.mag.iqr,device_category,ALL,Elekta,rest,2274,1.363759203221876e-13,4.307534147082737e-13,2.0781173805969703e-12,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.iqr,max_abs_diff.mag.iqr,device_category,ALL,Elekta,task,5725,1.3941320970919936e-13,6.750959383530768e-13,3.350736224941311e-12,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.iqr,max_abs_diff.mag.iqr,device_category,ALL,KIT,task,146,1.621492552044985e-13,6.142346695289444e-13,2.216614031539353e-12,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.iqr,max_abs_diff.mag.iqr,device_category,ALL,QuSpin,task,1,1.5200590352398846e-12,1.5200590352398846e-12,1.5200590352398846e-12,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.iqr,max_abs_diff.mag.iqr,device_category,ALL,QuanMag,rest,1,7.610823516551735e-11,7.610823516551735e-11,7.610823516551735e-11,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.iqr,max_abs_diff.mag.iqr,device_category,ALL,QuanMag,task,7,2.519957360185357e-11,4.9944031983023545e-11,6.288755754427911e-10,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.iqr,max_abs_diff.mag.iqr,global,ALL,ALL,ALL,13305,1.2801753472395373e-13,5.132199325892303e-13,2.7609279771266528e-12,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.mean,max_abs_diff.grad.mean,category,ALL,ALL,rest,2274,1.3161521497356016e-11,2.1931246742829552e-11,6.002985542973567e-11,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.mean,max_abs_diff.grad.mean,category,ALL,ALL,task,5190,1.4115303679691551e-11,2.8024252327856043e-11,1.5907237543333028e-10,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.mean,max_abs_diff.grad.mean,device_category,ALL,Elekta,rest,2274,1.3161521497356016e-11,2.1931246742829552e-11,6.002985542973567e-11,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.mean,max_abs_diff.grad.mean,device_category,ALL,Elekta,task,5190,1.4115303679691551e-11,2.8024252327856043e-11,1.5907237543333028e-10,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.mean,max_abs_diff.grad.mean,global,ALL,ALL,ALL,7464,1.3809376840712716e-11,2.54958801020484e-11,1.220206568751807e-10,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.mean,max_abs_diff.mag.mean,category,ALL,ALL,rest,4264,4.040116957357534e-13,8.080841803739393e-13,2.5727523964476746e-12,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.mean,max_abs_diff.mag.mean,category,ALL,ALL,task,9041,4.401547471963272e-13,1.0752960300782666e-12,6.050982571011101e-12,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.mean,max_abs_diff.mag.mean,device_category,ALL,4D,rest,212,5.998624804537436e-13,9.80063471638049e-13,3.3460556505527904e-12,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.mean,max_abs_diff.mag.mean,device_category,ALL,4D,task,427,7.022308887313407e-13,1.2622786932474512e-12,3.247912430662879e-12,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.mean,max_abs_diff.mag.mean,device_category,ALL,CTF,rest,1777,3.6546992488284026e-13,5.642135442794466e-13,1.7268339383802113e-12,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.mean,max_abs_diff.mag.mean,device_category,ALL,CTF,task,2735,3.944442654641917e-13,7.980547242251175e-13,4.146714861011008e-12,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.mean,max_abs_diff.mag.mean,device_category,ALL,Elekta,rest,2274,5.946151865233473e-13,1.0117329035982216e-12,2.916601929391502e-12,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.mean,max_abs_diff.mag.mean,device_category,ALL,Elekta,task,5725,5.26897285877493e-13,1.2067866248187832e-12,6.7611643816314144e-12,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.mean,max_abs_diff.mag.mean,device_category,ALL,KIT,task,146,5.223253685058616e-13,9.234569327223296e-13,2.753484709661601e-12,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.mean,max_abs_diff.mag.mean,device_category,ALL,QuSpin,task,1,3.3521977770348176e-12,3.3521977770348176e-12,3.3521977770348176e-12,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.mean,max_abs_diff.mag.mean,device_category,ALL,QuanMag,rest,1,7.45776936557428e-11,7.45776936557428e-11,7.45776936557428e-11,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.mean,max_abs_diff.mag.mean,device_category,ALL,QuanMag,task,7,2.4002582217985723e-11,5.4994744534273735e-11,2.0258819598174675e-08,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.mean,max_abs_diff.mag.mean,global,ALL,ALL,ALL,13305,4.2360821157102733e-13,9.6972054175984e-13,4.645889769389206e-12,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.q75,max_abs_diff.grad.q75,category,ALL,ALL,rest,2274,1.4850377828487526e-11,2.511963011729568e-11,7.435787064205555e-11,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.q75,max_abs_diff.grad.q75,category,ALL,ALL,task,5190,1.603915483500834e-11,3.2679646749106395e-11,1.4369846493278438e-10,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.q75,max_abs_diff.grad.q75,device_category,ALL,Elekta,rest,2274,1.4850377828487526e-11,2.511963011729568e-11,7.435787064205555e-11,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.q75,max_abs_diff.grad.q75,device_category,ALL,Elekta,task,5190,1.603915483500834e-11,3.2679646749106395e-11,1.4369846493278438e-10,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.q75,max_abs_diff.grad.q75,global,ALL,ALL,ALL,7464,1.557143778068565e-11,2.954794612111677e-11,1.1809923178285328e-10,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.q75,max_abs_diff.mag.q75,category,ALL,ALL,rest,4264,4.564354014917945e-13,9.306546961025677e-13,3.2610643135519426e-12,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.q75,max_abs_diff.mag.q75,category,ALL,ALL,task,9041,4.990410753906438e-13,1.3105822579528165e-12,5.621287072973824e-12,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.q75,max_abs_diff.mag.q75,device_category,ALL,4D,rest,212,6.566400296225371e-13,1.1031933423418308e-12,4.498793834207046e-12,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.q75,max_abs_diff.mag.q75,device_category,ALL,4D,task,427,7.58647242520439e-13,1.5189517937712338e-12,4.122333778586866e-12,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.q75,max_abs_diff.mag.q75,device_category,ALL,CTF,rest,1777,4.187356977001025e-13,6.548779530810016e-13,2.174138213212328e-12,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.q75,max_abs_diff.mag.q75,device_category,ALL,CTF,task,2735,4.4014851442383843e-13,9.898676388113423e-13,4.518513341267289e-12,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.q75,max_abs_diff.mag.q75,device_category,ALL,Elekta,rest,2274,6.598036068786e-13,1.177110383991653e-12,3.712477661442847e-12,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.q75,max_abs_diff.mag.q75,device_category,ALL,Elekta,task,5725,5.971836523552265e-13,1.4646993741571773e-12,6.186245179312656e-12,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.q75,max_abs_diff.mag.q75,device_category,ALL,KIT,task,146,5.452267631789968e-13,1.1642577906530865e-12,3.69454331494365e-12,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.q75,max_abs_diff.mag.q75,device_category,ALL,QuSpin,task,1,3.935710698316219e-12,3.935710698316219e-12,3.935710698316219e-12,lower_is_better,lower is better
lowcost_quota_T4_S2_Stat1_Fr1,max_abs_diff.q75,max_abs_diff.mag.q75,device_category,ALL,QuanMag,rest,1,1.0459762223025135e-10,1.0459762223025135e-10,1.0459762223025135e-10,lower_is_better,lower is better
